id,course,url,date
1,"FIRST SEMESTER M.TECH (FT & PT) & THIRDSEMESTER M.TECH (PT) (2013 SCHEME - SUPPLEMENTARY) DEGREE EXAMINATION , JANUARY 2020(September 2019 session)-  BRANCHES: CIVIL ENGINEERING, MECHANICAL ENGINEERING, ELECTRICALAND ELECTRONICS ENGINEERING, ELECTRONICS AND COMMUNICATION ENGINEERING & COMPUTER SCIENCE AND ENGINEERING.",https://exams.keralauniversity.ac.in/Images/Result/2020/03/22214.pdf,27/10/2020
2,"Third  Semester MASLP (CBCSS Stream) Degree Examination, January 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/03/42574.pdf,27/10/2020
3,"Third Semester BASLP (Old Scheme) Mercy Chance  Degree Examination, October 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/03/54700.pdf,27/10/2020
4,"Fourth Semester BASLP (CBCSS Stream) Degree Examination, June 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/03/28736.pdf,27/10/2020
5,"SECOND SEMESTER B.A. (CBCSS) DEGREE EXAMINATION, NOVEMBER 2019 - MERCY CHANCE (2010 and 2011 ADMISSIONS), SUPPLEMENTARY (2012 ADMISSION CANDIDATES ONLY)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/82603.pdf,27/10/2020
6,"Third Semester LLM Degree Examination, August 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/03/11239.pdf,27/10/2020
7,"SECOND SEMESTER POST GRADUATE DEGREE EXAMINATION,JULY 2019 (MA - Philosophy, Sanskrit (Special),Public Administration, Economics, History- MSc - Botany, Geography, Chemistry,Medicinal Chemistry, Analytical Chemistry,Applied Chemistry, Polymer Chemistry, Biochemistry)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/51541.pdf,27/10/2020
8,"FIFTH SEMESTER B.A HONOURS DEGREE PROGRAMMEIN ENGLISH LANGUAGE AND LITERATURE DEGREEEXAMINATION, OCTOBER 2019(2017 ADMN-REGULAR/2015-2016 ADMN -SUPPLEMENTARY)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/47783.pdf,27/10/2020
9,"Second Semester B.Com Commerce and Hotel Management and Catering (339), Group 2(a), (Regular 2018 Admn., Improvement  2017 Admn. and Supplementary  2013, 2014, 2015 and 2016Admns.) Degree Examination, May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/03/22219.pdf,27/10/2020
10,"Sixth Semester B.Com. Computer Applications Degree Examination, July 2019(Restructured) (Mercy chance  Up to 2008 Admn. and Supplementary  2009Admn.)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/13405.pdf,27/10/2020
11,"Third & Fourth Semester M A Political Science  Degree Examination, November/December 2019- (2017 Admission) (SDE)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/44450.pdf,27/10/2020
12,"Third & Fourth Semester M A Economics  Degree Examination, November/December 2019 -  2017 Admission (SDE)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/67871.pdf,27/10/2020
13,"THIRD SEMESTER B.Sc COMPUTER SCIENCE / BCADEGREE EXAMINATIONS, OCTOBER 2019 (2017 ADMISSION)(SDE)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/57474.pdf,27/10/2020
14,"Fourth Semester B.Com Tourism and Travel Management(Restructured) Degree Examination, August 2019 (Mercy chance- Up to 2008 Admn.&Supplementary 2009 Admn.)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/80556.pdf,27/10/2020
15,"Fourth Semester B.Sc Chemistry and IndustrialChemistry(Restructured) Degree Examination, August 2019 (Mercy chance- Up to 2008 Admn.& Supplementary 2009 Admn.)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/14094.pdf,27/10/2020
16,"Releasing of Withheld Results (UITs) of Fourth Semester B.Com Commerce with Computer Application (138) Degree Examination, July 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/03/71081.pdf,27/10/2020
17,"Releasing of Withheld Results of Fourth Semester B.Com Commerce & Tourism & Travel Management (338) Degree Examination, July 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/03/97916.pdf,27/10/2020
18,"Fourth Semester B.Sc Physics and ComputerApplication(Restructured) Degree Examination, )August 2019 (Mercy chance- Up to 2008 Admn.&Supplementary 2009 Admn.)",https://exams.keralauniversity.ac.in/Images/Result/2020/03/22910.pdf,27/10/2020
19,Sixth Semester B.Com Tourism and Travel Management(Restructured) Degree Examinations (Mercy chance- Up to 2008 Admn.&Supplementary 2009 Admn.) held in June 2019,https://exams.keralauniversity.ac.in/Images/Result/2020/03/78113.pdf,27/10/2020
20,Sixth Semester B.Sc Chemistry and IndustrialChemistry(Restructured) Degree Examinations (Mercy chance- Up to 2008 Admn.&Supplementary 2009 Admn.) held in June 2019,https://exams.keralauniversity.ac.in/Images/Result/2020/03/53872.pdf,27/10/2020
21,"THIRD SEMESTER B.TECH DEGREE EXAMINATION, SEPTEMBER 2019(IMPROVEMENT/SUPPLEMENTARY - 2013 SCHEME- 2015, 2016 &2017 ADMISSION CANDIDATES) - UNIVERSITY COLLEGE OF ENGINEERING, KARIAVATTOM",https://exams.keralauniversity.ac.in/Images/Result/2020/03/64557.pdf,27/10/2020
22,"EIGHTH SEMESTER INTEGRATED FIVE YEAR BA LLB /B.Com LLB /BBA LLB DEGREE EXAMINATION, SEPTEMBER 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/68941.pdf,27/10/2020
23,"Third & Fourth Semester M A History - 2017 Admission (SDE) Degree Examination, November/December 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/43818.pdf,27/10/2020
24,"THIRD SEMESTER B.A HONOURS DEGREE PROGRAMMEIN ENGLISH LANGUAGE AND LITERATURE DEGREEEXAMINATION, NOVEMBER 2019(2018 ADMISSION-REGULAR/ 2017 ADMISSION-IMPROVEMENT /2015-2016 ADMISSION-SUPPLEMENTARY)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/15633.pdf,27/10/2020
25,"Fourth Semester B.Sc Hotel Management and Catering Science(242) DegreeExamination July 2019 (2013, 2014, 2015 Admn Supplementary & 2016 AdmnImprovement)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/85991.pdf,27/10/2020
26,"Fourth Semester B.Sc Hotel Management and Catering Science(242) DegreeExamination, July 2019 (2013, 2014, 2015 Admn Supplementary & 2016 AdmnImprovement)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/72617.pdf,27/10/2020
27,"FIRST SEMESTER BHMDEGREE EXAMINATION, MAY 2019 ( 2014 SCHEME- IMPROVEMENT& SUPPLEMENTARY& 2011 SCHEME-SUPPLEMENTARY)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/51703.pdf,27/10/2020
28,"FIRST SEMESTER BHMCTDEGREE EXAMINATION, MAY 2019 (2018 SCHEME- REGULAR)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/20793.pdf,27/10/2020
29,"COMBINED FIRST & SECOND SEMESTER B.ARCH DEGREE EXAMINATION, JUNE 2019 (2008 SCHEME)(SUPPLEMENTARY)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/98330.pdf,27/10/2020
30,EIGHTH SEMESTERB.ARCH DEGREE EXAMINATION JUNE 2019 (2008 SCHEME)(SUPPLEMENTARY),https://exams.keralauniversity.ac.in/Images/Result/2020/02/30683.pdf,27/10/2020
31,"Fourth Semester B.A English and Communicative English Degree Examination, July 2019(2017 Admn Regular, 2016 Admn Improvement/ Supplementary, 2015, 2014 & 2013 AdmnSupplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/18991.pdf,27/10/2020
32,"FOURTH SEMESTER B.ARCH DEGREE EXAMINATION, JUNE 2019 (2008 SCHEME)(SUPPLEMENTARY)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/33733.pdf,27/10/2020
33,"FOURTH SEMESTER B.COM COMMERCE WITH COMPUTERAPPLICATION(138) (CR CBCS)DEGREE EXAMINATION, July 20192017 Admission (Regular), (Improvement 2016 Admission) and(Supplementary 2015, 2014 & 2013 Admissions)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/79813.pdf,27/10/2020
34,"NINTH SEMESTER B.ARCH DEGREE EXAMINATION, JUNE 2019 (2008 SCHEME)(SUPPLEMENTARY )",https://exams.keralauniversity.ac.in/Images/Result/2020/02/13695.pdf,27/10/2020
35,Releasing of Withheld Results of Second Semester B.Com Commerce with Computer Application Degree Examination(138) (CRCBCSS) Degree Examination - May 2019,https://exams.keralauniversity.ac.in/Images/Result/2020/02/65627.pdf,27/10/2020
36,SIXTH SEMESTER B.ARCH DEGREE EXAMINATION JUNE 2019 (2008 SCHEME)(SUPPLEMENTARY),https://exams.keralauniversity.ac.in/Images/Result/2020/02/56300.pdf,27/10/2020
37,"Fourth Semester B A Communicative Arabic(122) Degree Examination,July 2019 (2017 Admn.-Regular/ 2016 Admn-Improvement/ 2014-2015 admn-supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/95585.pdf,27/10/2020
38,"Fourth Semester B A Malayalam and Mass Communication (116) Degree Examination,July 2018 (2017 Admn-Regular/ 2016 Admn-Improvement/ 2013-2015 Admn-Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/86048.pdf,27/10/2020
39,"Fourth Semester B.Com Commerce and Hotel Management and Catering (339) Degree ExaminationJuly 2019. (2017 Admn.: Regular, 2016 Admn.: Improvement and 2015, 2014 , 2013 Admn.:Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/44007.pdf,27/10/2020
40,"Fourth Semester B.Com Commerce and Tax Procedure and Practice (337) Degree Examination, July 2019. (2017 Admn.: Regular, 2016 Admn.: Improvement and 2015, 2014 , 2013 Admn.: Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/48267.pdf,27/10/2020
41,"FOURTH SEMESTER B.COM COMMERCE AND TOURISM AND TRAVEL MANAGEMENT (338) (CR CBCS)DEGREE EXAMINATION, JULY 20192017 Admission (Regular), (Improvement 2016 Admission) and(Supplementary 2015, 2014 & 2013 Admissions)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/53560.pdf,27/10/2020
42,"Fourth Semester B.P.A(Vocal/Veena/Violin/Mridangam/Dance) Degree Examination,July 2019 (2017 Admn-Regular/ 2016 Admn-Improvement/ 2013-2015 Admn-Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/72902.pdf,27/10/2020
43,"Fourth Semester B.Sc Chemistry and Industrial Chemistry Degree Examination, July 2019(2017 Admn Regular, 2016 Admn Improvement/ Supplementary, 2015, 2014 & 2013Admn Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/15589.pdf,27/10/2020
44,"Fourth Semester B.Sc Environmental Science and Environment and Water Management (216) (2017 Admn Regular, 2016 Admn Improvement/Supplementary, 2015, 2014 & 2013 Admn Supplementary) Group 2(a) Degree ExaminationJuly 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/18661.pdf,27/10/2020
45,"Fourth Semester B.Sc Physics and Computer Application Degree Examination, July 2019 (2017 Admn Regular, 2016 Admn Improvement/ Supplementary, 2015, 2014 & 2013 AdmnSupplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/56136.pdf,27/10/2020
46,"Fourth Semester B.Sc. Biochemistry and Industrial Microbiology (248) Degree Examination, July 2019(2017 Admn.: Regular, 2016 Admn : Improvement, 2015, 2014 & 2013 Admn : .Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/41578.pdf,27/10/2020
47,"Fourth Semester B.Sc. Biotechnology (Multimajor) (350) Degree Examinations July 2019 (2017 Admn.:Regular, 2016 Admn: Improvement, 2015, 2014 & 2013 Admn. : Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/41777.pdf,27/10/2020
48,"Fourth Semester B.Sc. Botany and Biotechnology (247) Degree Examination July 2019. (2017 Admn.:Regular, 2016 Admn.: Improvement and 2015, 2014 & 2013 Admn.: Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/87290.pdf,27/10/2020
49,"Fourth Semester B.Sc. Computer Science(320) Degree Examinations July 2019 (2017 Admn.: Regular, 2016 Admn:  Improvement, 2015, 2014  & 2013 Admn. : Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/62467.pdf,27/10/2020
id,course,url,date
0,"Fourth Semester B.Voc. Degree Programme in SoftwareDevelopment (351) Degree Examination July 2019 (Regular: 2017 Admn., Improvement:2016 Admn. & Supplementary: 2015 & 2014 Admn)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/12464.pdf,27/10/2020
1,"Fourth Semester B.Voc. Degree Programme in Tourism & Hospitality Management (352) Degree Examination July 2019 (Regular:2017 Admn,Improvement:2016 Admn, Supplementary:2015, 2014 Admn)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/93179.pdf,27/10/2020
2,"Fourth Semester BA Journalism & Mass Communication & Video Production( 129) Degree Examination, July 2019( 2017 Admn-Regular/ 2016 Admn-Improvement/ 2013-2015 Admn-Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/94313.pdf,27/10/2020
3,Fourth Semester Bachelor of Social Work- BSW Degree Examination July 2019(315) (2014Admn Onwards),https://exams.keralauniversity.ac.in/Images/Result/2020/02/92835.pdf,27/10/2020
4,"Fourth Semester BBA Degree Examination, JULY, 2019 [2017 Admn.  Regular,2016 Admission Improvement, 2015, 2014 & 2013Admn. Supplementaryonly]",https://exams.keralauniversity.ac.in/Images/Result/2020/02/34556.pdf,27/10/2020
5,"Fourth Semester BCA (Career Related CBCSS) Degree Examination, July 2019 (2017 Admission- Regular, 2016 Admission- Improvement/Supplementary and 2015,2014 &2013 Admn-Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/97814.pdf,27/10/2020
6,"SECOND SEMESTER POST GRADUATE DEGREE EXAMINATIONSJULY 2019 ( M.A.- SOCIOLOGY & M.Sc.- Psychology,Home Science,Counselling Psychology)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/29112.pdf,27/10/2020
7,"THIRD SEMESTER M.Ed (TWO YEAR PROGRAMME  2018 SCHEME) DEGREE EXAMINATION, OCTOBER 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/71801.pdf,27/10/2020
8,"THIRD SEMESTER M.Ed SUPPLEMENTARY (TWO YEAR PROGRAMME  2015 SCHEME) DEGREE EXAMINATION, OCTOBER 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/88840.pdf,27/10/2020
9,"FOURTH SEMESTER B.ACOMMUNICATIVE ENGLISH (RESTRUCTURED)DEGREE EXAMINATION, AUGUST 2019(MERCY CHANCE  UP TO 2008 ADMNS.SUPPLEMENTARY -2009 ADMNS.)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/18310.pdf,27/10/2020
10,"Fourth Semester B.Sc Electronics (340) Degree Examination July 2019 (2017 Admission- Regular, 2016 Admission- Improvement/ Supplementary, 2015,2014 and 2013 Admission -Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/55310.pdf,27/10/2020
11,"M.Phil Degree Examination in Physical Education, October 2019 - 2018-19 Batch",https://exams.keralauniversity.ac.in/Images/Result/2020/02/61410.pdf,27/10/2020
12,Ph.D COURSE WORK EXAMINATION DECEMBER 2019,https://exams.keralauniversity.ac.in/Images/Result/2020/02/57021.pdf,27/10/2020
13,"FOURTH SEMESTER B.A.(CBCSS) DEGREE EXAMINATION, JULY 2019 - REGULAR (2017 ADMISSION) IMPROVEMENT (2016 ADMISSION) SUPPLEMENTARY (2015, 2014 & 2013 ADMISSIONS)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/35335.pdf,27/10/2020
14,"FORTH SEMESTER UNITARY LL.B DEGREE COURSE IN LAW EXAMINATION (REGULAR, SUPPLEMENTARY & MERCY CHANCE 2011 & 2012 ADMISSIONS), SEPTEMBER 2019.",https://exams.keralauniversity.ac.in/Images/Result/2020/02/48069.pdf,27/10/2020
15,"Second Semester B.Sc. Computer Science(320), (2018 Admn Regular, 2017 Admn Improvement, 2016,2015, 2014 &2013 Admn Supplementary) Degree Examination , May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/41328.pdf,27/10/2020
16,"Second Semester BBA (195) [2018 Admn. Regular, 2017 Admission- Improvement, 2016, 2015, 2014 & 2013Admn. Supplementary only] Degree Examination, May, 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/14490.pdf,27/10/2020
17,"SECOND SEMESTER POST GRADUATE DEGREE EXAMINATIONS,JULY 2019 ( MA - Hindi, Tamil, Arabic, Islamic History, HRM, Business Economics, Music& DanceMMCJ &MSW)- ( MSc - Computer Science, Microbiology, Statistics,Geology, Environmental Science,)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/39249.pdf,27/10/2020
18,"First Semester (2 Year-Regular & Supplementary) and Third Semester B.P.Ed.(2 Year- Regular) Degree Examinations, November 2019,",https://exams.keralauniversity.ac.in/Images/Result/2020/02/23772.pdf,27/10/2020
19,"FOURTH SEMESTER B.Sc.(CBCSS) DEGREE EXAMINATION JULY 2019 - REGULAR (2017 ADMISSION) IMPROVEMENT (2016 ADMISSION)SUPPLEMENTARY (2015, 2014 & 2013 ADMISSIONS)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/33664.pdf,27/10/2020
20,"RELEASING OF WITH HELD RESULTS OF FINAL YEAR B.A. DEGREE SUPPLEMENTARY EXAMINATION, SEPTEMBER 2019.(PART III MAIN & SUBSIDIARIES)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/83144.pdf,27/10/2020
21,"Second Semester B.A English and Communicative English (133), (2018 Admn Regular, 2017 AdmnImprovement, 2016, 2015, 2014 & 2013 Admn Supplementary) Degree Examination , May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/24453.pdf,27/10/2020
22,"SECOND SEMESTER B.COM COMMERCE WITH COMPUTERAPPLICATION (138) (CR CBCS)DEGREE EXAMINATION, MAY 20192018 Admission (Regular), (Improvement 2017 Admission) and(Supplementary 2016, 2015, 2014 & 2013 Admissions)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/33702.pdf,27/10/2020
23,"SECOND SEMESTER B.Sc. ELECTRONICS (340)( 2018 Admn -Regular, 2017 Admn - Improvement/Supplementary, 2016&2015 Admn- Supplementary (2015 Scheme),2014&2013 Admn-Supplementary(2013 Scheme)Degree Examination, May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/82839.pdf,27/10/2020
24,"SECOND SEMESTER BCA (332) 2018 Admn -Regular, 2017 Admn- Improvement/Supplementary, 2016,2015 ,2014 & 2013 Admn- Supplementary Degree Examination,May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/37501.pdf,27/10/2020
25,"SECOND SEMESTER MCA DEGREE REGULAR & SUPPLEMENTARY EXAMINATION, JULY 2019 (2015 SCHEME)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/76452.pdf,27/10/2020
26,"SEVENTH SEMESTER B.TECH DEGREE EXAMINATION, JULY 2019 - SUPPLEMENTARY/PART  TIME / MERCY CHANCE CANDIDATES- (2008 SCHEME)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/89388.pdf,27/10/2020
27,"Third and Fifth Semester B.P.Ed (4-year Integrated Course  2011 Scheme) Degree Examination, November 2019 ( Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/23829.pdf,27/10/2020
28,"FOURTH SEMESTER B.Com (CBCS) DEGREE EXAMINATIONJULY 2019 (Regular 2017 Admission, Improvement - 2016 Admission and Supplementary 2015, 2014 & 2013 Admission)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/27725.pdf,27/10/2020
29,"Second SemesterBMS Hotel Management (354) Degree Examination, May 2019 (2018 Admn- Regular, 2017 Admn-Improvement)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/22284.pdf,27/10/2020
30,"Second Semester B.Sc Hotel Management and Catering Science (242) DegreeExamination, May 2019 (2013, 2014, 2015 & 2016 Admn- Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/58910.pdf,27/10/2020
31,"SIXTH SEMESTER B.Sc ELECTRONICS(RESTRUCTURED) DEGREE EXAMINATION, APRIL 2018( MERCY CHANCE UP TO 2008 Admn.)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/76214.pdf,27/10/2020
32,"Second SemesterBA Journalism & Mass Communication & Video Production( 129) Degree Examination, May 2019( 2018 Admn-Regular/ 2017 Admn-Improvement/ 2013-2016 Admn-Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/19193.pdf,27/10/2020
33,"SEVENTH SEMESTER B.Tech (Part- Time)RESTRUCTURED DEGREE EXAMINATION, JULY 2019 (2013Scheme)-(SUPPLEMENTARY)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/94763.pdf,27/10/2020
34,"SEVENTH SEMESTER JULY 2019 & FIFTHSEMESTER  B.Tech (Part Time) RESTRUCTURED DEGREE EXAMINATION, JANUARY 2019 -(SUPPLEMENTARY)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/78070.pdf,27/10/2020
35,"RELEASING OF WITH HELD RESULT OF SIXTH SEMESTER B.TECH DEGREE EXAMINATION, DECEMBER 2018 (2013 SCHEME)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/10086.pdf,27/10/2020
36,"Releasing of withheld results of Second semester  CR-CBCSS B.Sc Physics and Computer Application(328) Degree Examination, May 2019.",https://exams.keralauniversity.ac.in/Images/Result/2020/02/64862.pdf,27/10/2020
37,Releasing of Withheld Results of Part III B.Com Degree(Annual Scheme)(Offline Supplementary Candidates) ExaminationSeptember/October 2019,https://exams.keralauniversity.ac.in/Images/Result/2020/02/51245.pdf,27/10/2020
38,"Releasing of Withheld Results of Second SemesterCR B.Com Commerce & Tourism & Travel Management (338)Degree Examination, May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/90875.pdf,27/10/2020
39,THIRD SEMESTERINTEGRATED FIVE YEAR BA LLB /B.Com LLB /BBA LLB DEGREEEXAMINATION AUGUST 2019,https://exams.keralauniversity.ac.in/Images/Result/2020/02/86318.pdf,27/10/2020
40,"SEVENTH SEMESTERSUPPLEMENTARY(2013 SCHEME- 2015 ADMISSION CANDIDATES OF UNIVERSITYCOLLEGE OF ENGINEERING, KARIAVATTOM)B.TECH DEGREE EXAMINATIONOctober 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/75402.pdf,27/10/2020
41,"SEVENTH SEMESTERSUPPLEMENTARY&SESSIONAL IMPROVEMENT CANDIDATESB.TECH DEGREE EXAMINATIONCivil Engineering, Mechanical Engineering, Mechanical Stream- ProductionEngineering, Mechanical Stream- Automobile Engineering, Mechanical Stream-Industrial Engineering, Chemical Engineering, Aeronautical Engineering,Applied Electronics & Instrumentation EngineeringJULY 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/49514.pdf,27/10/2020
42,"Third & FourthSemester M.Com (SDE-2017 Admission) Degree Examination, November-December 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/49254.pdf,27/10/2020
43,"M.Phil Degree Examination in Physics, October 2019 (2018-2019 Batch)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/40823.pdf,27/10/2020
44,FINAL YEAR B.A./B.A. Afzal Ul-UlamaDEGREE SUPPLEMENTARYEXAMINATIONSSEPTEMBER 2019.(PART III MAIN & SUBSIDIARY),https://exams.keralauniversity.ac.in/Images/Result/2020/02/74295.pdf,27/10/2020
45,"First Semester Diploma in Translation Studies Examination, November 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/50786.pdf,27/10/2020
46,"Second Semester B A Malayalam and Mass Communication (116) Degree Examination May 2019  (2018 Admn- Regular, 2017 Admn-Improvement, 2013-2016 Admn- Supplementary).",https://exams.keralauniversity.ac.in/Images/Result/2020/02/12215.pdf,27/10/2020
47,"Second Semester B.Sc Physics and Computer Application (328), (2018 Admn Regular, 2017 AdmnImprovement, 2016, 2015, 2014 &2013 Admn Supplementary )Career Related First Degree Programme under CBCSS Group 2(a) Degree Examination May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/02/88384.pdf,27/10/2020
48,EIGHTH SEMESTERB.ARCH DEGREE REGULAR & SUPPLEMENTARY EXAMINATION JUNE 2019 (2013 SCHEME),https://exams.keralauniversity.ac.in/Images/Result/2020/02/51163.pdf,27/10/2020
49,SIXTH SEMESTERB.ARCH DEGREE IMPROVEMENT & SUPPLEMENTARY EXAMINATION JUNE 2019 (2013 SCHEME),https://exams.keralauniversity.ac.in/Images/Result/2020/02/30726.pdf,27/10/2020
id,course,url,date
0,"SecondSemester B.Sc. Biochemistry & Industrial Microbiology (248)Career Related First Degree Programme under CBCSS Group 2(a) Degree Examination May 2019(2018 Admn. : Regular, 2017 Admn. : Improvement/Supplementary, 2016, 2015, 2014 & 2013 Admn.:Supplementary)",https://exams.keralauniversity.ac.in/Images/Result/2020/02/73207.pdf,27/10/2020
1,PART III B.COM. DEGREE EXAMINATIONSEPTEMBER /OCTOBER 2019,https://exams.keralauniversity.ac.in/Images/Result/2020/02/55940.pdf,27/10/2020
2,"Second Semester B.P.A (Vocal/Veena/Violin/Mridangam/Dance) DegreeExamination, May 2019 (2018 Admn- Regular, 2017 Admn-Improvement, 2013-2016Admn- Supplementary)Career Related First Degree Programme under CBCSS Group 2(a)",https://exams.keralauniversity.ac.in/Images/Result/2020/01/65965.pdf,27/10/2020
3,"Second Semester B A Communicative Arabic(122) Degree Examination,May 2019 (2018 Admn- Regular, 2017 Admn-Improvement, 2014-2016 Admn-Supplementary) Career Related First Degree Programme under CBCSSGroup 2(a)",https://exams.keralauniversity.ac.in/Images/Result/2020/01/66273.pdf,27/10/2020
4,"SecondSemester B.Com Commerce and Tourism and Travel Management (338), Group 2(a),(Regular 2018 Admn., Improvement  2017 Admn. and Supplementary  2013, 2014, 2015and 2016 Admns.)Career Related First Degree Programme under CBCSS Degree Examination May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/01/41437.pdf,27/10/2020
5,"SecondSemester B.Sc Environmental Science & Environment and Water Management(216) 2018 Admn Regular,2017 Admn Improvement, ,2016, 2015, 2014 &2013 Admn Supplementary ) Career Related First Degree Programme under CBCSS Group 2(a)Degree Examination May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/01/14287.pdf,27/10/2020
6,"SecondSemester B.Sc. Biotechnology (Multimajor) (350) Degree Examination May 2019 (2018 Admn.:Regular, 2017 Admn.: Improvement, 2016, 2015,2014 & 2013 Admn. : Supplementary)Career Related First Degree Programme under CBCSS Group 2(b)",https://exams.keralauniversity.ac.in/Images/Result/2020/01/76847.pdf,27/10/2020
7,"SecondSemester B.Sc. Botany and Biotechnology (247) Degree Examination May 2019 (2018 Admn.:Regular, 2017 Admn. : Improvement, 2016, 2015, 2014 & 2013 Admn. : Supplementary)Career Related First Degree Programme under CBCSS Group 2(a)",https://exams.keralauniversity.ac.in/Images/Result/2020/01/63637.pdf,27/10/2020
8,"Second Semester B.Com Commerce and Tax Procedure and Practice (337), Group 2(a), (Regular 2018 Admn., Improvement  2017 Admn. and Supplementary  2013, 2014, 2015 and 2016 Admns.) Career Related First Degree Programme under CBCSSDegree Examination May 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/01/27279.pdf,27/10/2020
9,"First Semester MBA (SDE  2018 Admission) DegreeExamination, October 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/01/65104.pdf,27/10/2020
10,"Post-Graduate Diploma in Geo-Information Science and Technology (PGDGIST) Examination, November 2019",https://exams.keralauniversity.ac.in/Images/Result/2020/01/60339.pdf,27/10/2020
